system,report_date,section,kpi_text,status_name,status_symbol,source_file,primary_kpi
Q1C,2025-12-22,,We have listed important recommendations concerning the current software                                                          configuration on your system. These recommendations should be implemented at the earliest opportunity.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,SAP S/4HANA 2023,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,Mainstream / Extended maintenance offered by SAP is available for the next 18 months or longer.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Upgrade Planning
Q1C,2025-12-22,,Mainstream / Extended maintenance offered by SAP will end in 6 to 18 months.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Upgrade Planning
Q1C,2025-12-22,,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Upgrade Planning
Q1C,2025-12-22,,SAP Fiori FES 2023 for S/4HANA,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,1.120.27,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Maintenance Status of current SAP HANA Database Revision,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Upgrade Planning
Q1C,2025-12-22,,Age of Support Packages,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,SAP HANA Database 2.0,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SUSE Linux Enterprise Server 15 (x86_64),GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,2.00.087.000,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,heiq1capp07 06,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,heiq1capp07_Q1C_06,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,We have checked your system for potential CPU or memory bottlenecks and                                                           found that the hardware is sufficient for the current workload.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,heiq1capp07,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,The number of work processes creating database load in parallel is not significantly high.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,The performance of your system was analyzed with respect to the average                                                           response times and total workload. We did not detect any major problems that could affect the performance of your system.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Performance Overview A1C
Q1C,2025-12-22,,198.536,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,881.296,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,205.739,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,865.564,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,The daily operation of your system was analyzed. We detected some problems that may impair system operation and stability.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Availability based on Collector Protocols,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Program Errors (ABAP Dumps),YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Update Errors,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Table Reorganization,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Critical Number Ranges,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Critical security issues were found in your system.See the information in the following sections.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Security
Q1C,2025-12-22,,System Recommendations (HANA),GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,Maintenance Status of current SAP HANA Database Revision,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Upgrade Planning
Q1C,2025-12-22,,SAP HANA System Privilege DATA ADMIN,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP HANA Password Policy,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP HANA Audit Trail,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP HANA SQL Trace Level,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP HANA Network Settings for Internal Services,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,Activation Status and Validity of User SYSTEM,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,System Recommendations (ABAP),GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Age of Support Packages,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Default Passwords of Standard Users,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Control of the Automatic Login User SAP*,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Protection of Passwords in Database Connections,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,ABAP Password Policy,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,RFC Gateway Security,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Security
Q1C,2025-12-22,,Message Server Security,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Security
Q1C,2025-12-22,,"Critical authorizations, which allow to do anything",RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Security
Q1C,2025-12-22,,"Critical authorizations, which should not be used in production",RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Security
Q1C,2025-12-22,,"Critical authorizations, which should only see very limited use in production",YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Security
Q1C,2025-12-22,,User SYSTEM is currently active and valid.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,17.01.2024,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,05.12.2023,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,26.01.2024,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,05.12.2023,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,000,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,6.321,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,000,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,6.321,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,000,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,6.321,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,000,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,6.321,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Software change management issues were found in your system.See the information in the following sections.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-22,,Number of Changes,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Failed Changes,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Number of transport requests with import errors that were not resolved within one hour.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-22,,If an old object version overwrites a newer one we count this as a transport sequence error. We count both the overtaker transport and the bypassed transport. Each transport is only counted once.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-22,,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Financial Data Quality
Q1C,2025-12-22,,Remote Function Call issues that require your attention have been found.                                                          Take action immediately to ensure optimal system performance and stability.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-22,,We have checked your SAP HANA environment and found some issues that                                                              might                                                                                                                              have a negative impact on your overall system stability. Review the report carefully and implement our recommendations.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP HANA Stability and Alerts,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP HANA Database Configuration,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP HANA Resource Consumption,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP HANA Workload and Performance,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,Size and Growth,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Administration,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,SAP HANA alerts have been issued for the monitored timeframe.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,No critical issues with SAP HANA service restarts were detected.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,Check parameter settings,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,global.ini [memorymanager],YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,global.ini [persistence],YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,cs_statistics_cache_invalidation_by_shrinking_tables,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,SAP HANA workload parameters need to be adjusted.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,default_statement_concurrency_limit,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,There are no disk configuration issues.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,Percentage of free disk space > 20%,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,CATALOG_BACKUP+LOG_BACKUP+TRACE,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,heiq1hhdb05,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,heiq1hhdb05,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,The allocated row store size is below the technical limit.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,heiq1hhdb05,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,The fragmentation of the row store is not critical.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,The number of records in column-based table partitions is not critical.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,352.521.111,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,171.818.777,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,147.120.538,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,SEOSUBCOTX,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,96.350.183,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,72.374.851,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,55.374.744,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,SEOCOMPOTX,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,RSAU_BUF_DATA,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,47.107.101,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,heiq1hhdb05_Q1H_05,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,No CPU bottlenecks were detected.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,No memory bottlenecks were detected.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,The memory consumption of the SAP HANA instance exceeds 90% of the global allocation limit.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,The memory consumption of tables is below any critical threshold.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,The memory consumption of the index server is critical.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,No problems with the delta size of column store tables were detected.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,The number and size of diagnosis files is uncritical.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Some issues for operating or administration in terms of backup/recovery have been detected.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Only a lightweight consistency check is scheduled.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Your license is permanent and valid.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Issues with the statistics server were detected.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Status of the embedded Statisticsserver,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Alerts in the Statisticsserver are not scheduled in the expected timeframe.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Number of tables not located on the master server,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Number of disabled alert collectors,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Number of disabled statistic collectors,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Collector_Global_Table_Persistence_Statistics idle,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Number of collectors with retention times < 42 days,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,High number of unprocessed e-Mails,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Status of Collector HOST_CS_UNLOADS,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Number of relevant inactive actions,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Number of actions with unknown state,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Number of Statisticsserver worker threads,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Historic thread samples save interval (s),GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,History of M_RECORD_LOCKS collected,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Retention time for the table disk size history,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,Hardware Capacity
Q1C,2025-12-22,,Important information is available in the SAP Notes below.,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,At least one SQL statement causes unnecessary high load on the system.,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Top Statements (Elapsed Time)/SQL Statement c291030bf5bbccfbcb3d7c6b85328cd2/Known Issue,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Version of ST-PI function module: 40,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,"The gateway configuration and administration of your SAP S/4HANA system                                                           Q1C have been analyzed and areas that require your attention have been                                                              highlighted. To ensure system stability, you should implement the recommendations in the following section.",YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,MetaData Cache Activation,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Logging Configuration,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Gateway Error Logs,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP Netwear gateway
Q1C,2025-12-22,,Important Periodic Jobs,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,/IWBEP/R_CLEAN_UP_QRL,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,/IWBEP/SUTIL_CLEANUP,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,/IWFND/R_METERING_AGGREGATE,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,/IWFND/R_METERING_DELETE,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,/IWFND/R_SM_CLEANUP,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,/UI2/PAGE_CACHE_SYNCHRONIZE,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,/UI2/PERS_EXPIRED_DELETE,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,/UI5/UPD_ODATA_METADATA_CACHE,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,/UIF/CLEAN_LREP,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,"The UI technology configuration and administration of your SAP S/4HANA                                                            system Q1C have been analyzed and areas that require your attention have                                                            been highlighted. To ensure system stability, you should implement the recommendations in the following section.",YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-22,,SAP Fiori Cache Buster Activation,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,HTTP/2 Support,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,SAP Fiori Launchpad Performance - Home Page Mode,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,SAP Fiori Launchpad - Spaces and Pages adoption,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,Activated but unused ICF services in UI5 apps,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,UI Technologies checks
Q1C,2025-12-22,,icm/HTTP/support_http2,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,Home Page / Groups,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,SPACES / SPACES_ENABLE_USER,GREEN,🟢,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-22,,94.4%,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,
Q1C,2025-12-29,,"Analysis from22.12.2025Until28.12.2025Report:Q1C, ProductiveInstallation:0021277797Session:7000000093228",GREEN,🟢,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,This                                                                                                                             EarlyWatch Alert session detected issues that could potentially affect your system.Please evaluate the recommendations.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,We found some Freight Settlement Documents' lifecycle status are inconsistent,RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,SAP Software on this system is outdated. Support with SAP Security Notes is no longer ensured.,RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Security
Q1C,2025-12-29,,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-29,,"Users with critical authorizations, which allow to do anything in client 000",RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Security
Q1C,2025-12-29,,"Users with critical authorizations, which allow to do anything in other client(s) than 000",RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Security
Q1C,2025-12-29,,"Users with critical authorizations, which should not be used in production in client 000",RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Security
Q1C,2025-12-29,,"Users with critical authorizations, which should not be used in production in other client(s) than 000",RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Security
Q1C,2025-12-29,,SAP HANA database: Some issues for operating or administration in terms of data backup/recovery have been detected.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-29,,12512  Transportation Management relevant Post Processing Framework actions are scheduled but not processed,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-29,,263  Transportation Management relevant inbound bgRFCs are in error state,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-29,,61454  Freight Order Management and 99  Freight Settlement documents are open more than one year,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,Some Transportation Management relevant important Jobs are not scheduled,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-29,,1422  Transportation Management Post Processing Framework actions are in error state,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-29,,There are aborted postings (errors in UPDATE). Reprocess them to ensure consistent data.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,We found more than 30 ABAP dumps in your system.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,SAP HANA database: Parameters are not set in accordance with the recommendation.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-29,,SAP HANA database: Consistency checks are scheduled without the global consistency check.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-29,,Readiness of your system for SAP Remote Service has not been verified by running report RTCCTOOL.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,SAP HANA database: Users with critical privilege DATA ADMIN.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,SAP HANA Database A1H
Q1C,2025-12-29,,"User SAP* does not exists in client 000, potentially allowing critical logon in the future",YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,"User SAP* does not exists in other client(s) than 000, potentially allowing critical logon in the future",YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,Performance Overview Q1C,GREEN,🟢,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Performance Overview A1C
Q1C,2025-12-29,,Software Change and Transport Management of Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,Software Change and Transport Management of A1C
Q1C,2025-12-29,,Number of Changes,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
Q1C,2025-12-29,,Failed Changes,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,
