system,report_date,section,kpi_text,status_name,status_symbol,source_file,primary_kpi
A1C,2025-10-14,,Age of Support Packages,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SAP HANA Database 2.0,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SUSE Linux Enterprise Server 15 (x86_64),GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,2.00.078.000,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,2.00.078.000,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,2.00.078.000,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,2.00.087.000,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,2  Instances,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heia1caas09z3_A1C_09,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heia1cpas06z1_A1C_06,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,We have checked your system for potential CPU or memory bottlenecks and                                                           found that the hardware of your servers is sufficient for the current workload.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,heia1cpas06z1,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heia1caas09z3,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heia1caas09z3,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Check SAP Monitoring: No Data. Refer to SAP Note 2191498.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The number of work processes creating database load in parallel is not significantly high.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,The performance of your system was analyzed with respect to the average                                                           response times and total workload. We did not detect any major problems that could affect the performance of your system.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Performance Overview A1C
A1C,2025-10-14,,22.289,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,29.997,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,121.827,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,411.897,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The daily operation of your system was analyzed. We detected some problems that may impair system operation and stability.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Availability based on Collector Protocols,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Program Errors (ABAP Dumps),YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Update Errors,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Table Reorganization,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Critical Number Ranges,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Critical security issues were found in your system.See the information in the following sections.,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Security
A1C,2025-10-14,,System Recommendations (HANA),YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Maintenance Status of current SAP HANA Database Revision,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Upgrade Planning
A1C,2025-10-14,,SAP HANA System Privilege DATA ADMIN,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Password Policy,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Audit Trail,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA SQL Trace Level,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Network Settings for Internal Services,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Network Settings for System Replication Communication (listeninterface),GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Activation Status and Validity of User SYSTEM,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,System Recommendations (HANA),GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Maintenance Status of current SAP HANA Database Revision,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Upgrade Planning
A1C,2025-10-14,,SAP HANA System Privilege DATA ADMIN,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Password Policy,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Audit Trail,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA SQL Trace Level,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Network Settings for Internal Services,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,System Recommendations (HANA),GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Maintenance Status of current SAP HANA Database Revision,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Upgrade Planning
A1C,2025-10-14,,SAP HANA System Privilege DATA ADMIN,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Password Policy,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Audit Trail,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA SQL Trace Level,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Network Settings for Internal Services,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,System Recommendations (HANA),YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Maintenance Status of current SAP HANA Database Revision,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Upgrade Planning
A1C,2025-10-14,,SAP HANA System Privilege DATA ADMIN,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Password Policy,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Audit Trail,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA SQL Trace Level,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Network Settings for Internal Services,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,System Recommendations (ABAP),YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Age of Support Packages,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Default Passwords of Standard Users,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Control of the Automatic Login User SAP*,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Protection of Passwords in Database Connections,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,ABAP Password Policy,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,RFC Gateway Security,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Security
A1C,2025-10-14,,Message Server Security,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Security
A1C,2025-10-14,,"Critical authorizations, which allow to do anything",RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Security
A1C,2025-10-14,,"Critical authorizations, which should not be used in production",GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Security
A1C,2025-10-14,,"Critical authorizations, which should only see very limited use in production",YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Security
A1C,2025-10-14,,User SYSTEM is currently active and valid.,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,17.01.2024,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,05.12.2023,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,26.01.2024,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,05.12.2023,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,1.265,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,000,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,2.465,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,1.265,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,000,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,2.465,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,1.265,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Software change management issues were found in your system.See the information in the following sections.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Software Change and Transport Management of A1C
A1C,2025-10-14,,Number of Changes,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Failed Changes,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of transport requests with import errors that were not resolved within one hour.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Software Change and Transport Management of A1C
A1C,2025-10-14,,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Financial Data Quality
A1C,2025-10-14,,Remote Function Call issues which require your attention have been found. See the recommendation in the following section.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,UI Technologies checks
A1C,2025-10-14,,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Software Change and Transport Management of A1C
A1C,2025-10-14,,We have checked your SAP HANA environment and found some issues that                                                              might                                                                                                                              have a negative impact on your overall system stability. Review the report carefully and implement our recommendations.,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Stability and Alerts,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Database Configuration,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Resource Consumption,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Workload and Performance,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Size and Growth,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Administration,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SAP HANA alerts have been issued for the monitored timeframe.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,No critical issues with SAP HANA service restarts were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Check parameter settings,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,global.ini [persistence],YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SAP HANA workload parameters are set in the recommended range.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,There are no disk configuration issues.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,Percentage of free disk space > 20%,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,CATALOG_BACKUP+DATA_BACKUP+LOG_BACKUP+TRACE,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heia1hhdb05z1,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heia1hhdb05z1,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The allocated row store size is below the technical limit.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heia1hhdb05z1,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The fragmentation of the row store is not critical.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The number of records in column-based table partitions is not critical.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,122.756.543,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,RSAU_BUF_DATA,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SEOSUBCOTX,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,45.945.837,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,/HOAG/AK_VPROT_P,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,30.650.265,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,30.240.930,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SEOCOMPOTX,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,27.211.249,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,24.112.671,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heia1hhdb05z1_A1H_05,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,No CPU bottlenecks were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,No memory bottlenecks were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,The memory consumption of the SAP HANA instance is not critical.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,The memory consumption of tables is below any critical threshold.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,The memory consumption of the index server was not critical.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,No problems with the delta size of column store tables were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The trace directory contains a high number of diagnosis files or the files occupy a lot of disk space.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,Some issues for operating or administration in terms of backup/recovery have been detected.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The scheduling of the consistency check runs is not in agreement with SAP's recommendations.,RED,🔴,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Your license is permanent and valid.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,No issues with the statistics server were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Status of the embedded Statisticsserver,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Alerts in the Statisticsserver are not scheduled in the expected timeframe.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of tables not located on the master server,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of disabled alert collectors,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of disabled statistic collectors,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Collector_Global_Table_Persistence_Statistics idle,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of collectors with retention times < 42 days,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,High number of unprocessed e-Mails,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Status of Collector HOST_CS_UNLOADS,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of relevant inactive actions,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of actions with unknown state,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of Statisticsserver worker threads,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Historic thread samples save interval (s),GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,History of M_RECORD_LOCKS collected,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Retention time for the table disk size history,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,Important information is available in the SAP Notes below.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,We have checked your SAP HANA environment and found some issues that                                                              might have a negative impact on your overall system stability and performance. Review the report carefully and implement our        recommendations.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Stability and Alerts,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Database Configuration,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Resource Consumption,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA Workload and Performance,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Size and Growth,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Administration,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SAP HANA alerts have been issued for the monitored timeframe.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,SAP HANA dumps were detected during the time period analyzed.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,No critical issues with SAP HANA service restarts were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,Check parameter settings,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,gc_unused_memory_threshold_abs,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,global.ini [persistence],YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SAP HANA workload parameters need to be adjusted.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,SAP HANA Database A1H
A1C,2025-10-14,,default_statement_concurrency_limit,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,There are no disk configuration issues.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,Percentage of free disk space > 20%,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,heid1hhdb05,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,CATALOG_BACKUP+LOG_BACKUP+TRACE,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heid1hhdb05,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heid1hhdb05,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The allocated row store size is below the technical limit.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heid1hhdb05,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The fragmentation of the row store is not critical.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The number of records in column-based table partitions is not critical.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,448.017.073,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,RSAU_BUF_DATA,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,197.467.827,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,151.416.256,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SEOSUBCOTX,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,74.698.711,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,58.500.180,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,53.077.241,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,SEOCOMPOTX,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,38.749.658,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,heid1hhdb05_D1H_05,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,No CPU bottlenecks were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,No memory bottlenecks were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,The memory consumption of the SAP HANA instance is not critical.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,The memory consumption of tables is below any critical threshold.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,The memory consumption of the index server was not critical.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,No problems with the delta size of column store tables were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,The trace directory contains a high number of diagnosis files or the files occupy a lot of disk space.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,Hardware Capacity
A1C,2025-10-14,,Some issues for operating or administration in terms of backup/recovery have been detected.,YELLOW,🟡,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Your license is permanent and valid.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,No issues with the statistics server were detected.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Status of the embedded Statisticsserver,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Alerts in the Statisticsserver are not scheduled in the expected timeframe.,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of tables not located on the master server,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of disabled alert collectors,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
A1C,2025-10-14,,Number of disabled statistic collectors,GREEN,🟢,EWA_A1C~ABAP_20251014_Critical (Yellow).htm,
