system_old,report_date_old,section_old,kpi_text,status_name_old,status_symbol_old,source_file_old,system_new,report_date_new,section_new,status_name_new,status_symbol_new,source_file_new,Detail_Change
A1C,2025-11-18,1 service summary,administration,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,administration,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,administration,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,15 sap hana database a1h,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,administration,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,16 sap hana database d1h,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,administration,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,17 sap hana database q1h,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,administration,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,18 sap hana database s2h,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hardware capacity,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,sap netweaver gateway,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,metadata cache activation,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,metadata cache activation,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,24 sap netweaver gateway,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,logging configuration,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,logging configuration,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,24 sap netweaver gateway,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,gateway error logs,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,gateway error logs,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,24 sap netweaver gateway,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,important periodic jobs,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,important periodic jobs,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,24 sap netweaver gateway,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,service data quality and service readiness,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,sending earlywatch alert of a1c to sap backbone,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,sending earlywatch alert of a1c to sap backbone,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,3 service data quality and service readiness,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,configuring a1c for sap note assistant,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,configuring a1c for sap note assistant,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,3 service data quality and service readiness,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,service preparation of a1c,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,service preparation of a1c,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,3 service data quality and service readiness,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,security,RED,🔴,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,RED,🔴,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: system recommendations (hana),YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: maintenance status of current sap hana database revision *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: sap hana system privilege data admin,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: sap hana password policy *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: sap hana audit trail *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: sap hana sql trace level *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: sap hana network settings for internal services *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: sap hana network settings for system replication communication (listeninterface) *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-a1h: activation status and validity of user system,RED,🔴,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,RED,🔴,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-d1h: system recommendations (hana) *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-d1h: maintenance status of current sap hana database revision *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-d1h: sap hana system privilege data admin,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-d1h: sap hana password policy *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-d1h: sap hana audit trail,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-d1h: sap hana sql trace level *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-d1h: sap hana network settings for internal services *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-q1h: system recommendations (hana) *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-q1h: maintenance status of current sap hana database revision *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-q1h: sap hana system privilege data admin,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-q1h: sap hana password policy *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-q1h: sap hana audit trail *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-q1h: sap hana sql trace level *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-q1h: sap hana network settings for internal services *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-s2h: system recommendations (hana),YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-s2h: maintenance status of current sap hana database revision *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-s2h: sap hana system privilege data admin,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-s2h: sap hana password policy *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-s2h: sap hana audit trail *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-s2h: sap hana sql trace level *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,hana-s2h: sap hana network settings for internal services *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,system recommendations (abap),YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,system recommendations (abap),YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,9 security,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,age of support packages,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,age of support packages,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,4.3 security risk due to outdated support packages,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,age of support packages,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,9 security,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,default passwords of standard users,RED,🔴,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,RED,🔴,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,default passwords of standard users,RED,🔴,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,9 security,RED,🔴,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,control of the automatic login user sap*,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,control of the automatic login user sap*,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,9 security,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,protection of passwords in database connections *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,abap password policy,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,abap password policy,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,9 security,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,rfc gateway security *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,message server security *,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,"critical authorizations, which allow to do anything",RED,🔴,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,RED,🔴,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,"critical authorizations, which allow to do anything",RED,🔴,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,9 security,RED,🔴,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,"critical authorizations, which should not be used in production *",GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,"critical authorizations, which should only see very limited use in production",YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,"critical authorizations, which should only see very limited use in production",YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,9 security,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,fiori checks for a1c,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,sap fiori cache buster activation,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,sap fiori cache buster activation,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,25.1 fiori checks for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,http/2 support,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,http/2 support,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,25.1 fiori checks for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,sap fiori launchpad - spaces and pages adoption,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,sap fiori launchpad - spaces and pages adoption,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,25.1 fiori checks for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,activated but unused icf services in ui5 apps,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,1 service summary,activated but unused icf services in ui5 apps,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,25.1 fiori checks for a1c,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,active users (>400 steps),GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,fiori users,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,avg. availability per week,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,avg. response time in dialog task,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,max. dialog steps per hour,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,avg. response time at peak dialog hour,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,avg. response time in rfc task,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,max. number of rfcs per hour,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,avg. rfc response time at peak hour,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,max. cpu utilization on db server,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,max. cpu utilization on appl. server,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,avg. db request time in dialog task,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,avg. db request time for rfc,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,avg. db request time in update task,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,database space management,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,performance indicators for a1c,db growth last month,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,performance indicators for a1c,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,3 service data quality and service readiness,configuration hints for optional service data are provided. the sap s/4hana system a1c is not fully prepared for delivery of future remote services .,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,3 service data quality and service readiness,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,3 service data quality and service readiness,sending earlywatch alert of a1c to sap backbone,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,3 service data quality and service readiness,sending earlywatch alert of a1c to sap backbone,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,3 service data quality and service readiness,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,3 service data quality and service readiness,configuring a1c for sap note assistant,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,3 service data quality and service readiness,configuring a1c for sap note assistant,GREEN,🟢,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,3 service data quality and service readiness,GREEN,🟢,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
A1C,2025-11-18,3 service data quality and service readiness,service preparation of a1c,YELLOW,🟡,EWA_A1C~ABAP_20251118_Very Critical (Red).htm,A1C,2025-11-25,1 service summary,YELLOW,🟡,EWA_A1C~ABAP_20251125_Very Critical (Red).htm,🔄 Same
