system,report_date,section,kpi_text,status_name,status_symbol,source_file,primary_kpi
P1C,2025-12-30,,SAP HANA Database Configuration,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Resource Consumption,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Workload and Performance,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Size and Growth,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Administration,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP HANA alerts have been issued for the monitored timeframe.,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,No critical issues with SAP HANA service restarts were detected.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Check parameter settings,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,service_thread_sampling_monitor_thread_detail_enabled,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP HANA workload parameters are set in the recommended range.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,There are parameters which violate value or layer restrictions.,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,There are no disk configuration issues.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,Percentage of free disk space > 20%,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,CATALOG_BACKUP+LOG_BACKUP+TRACE,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1hhdb05z2,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1hhdb05z2,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,The allocated row store size is below the technical limit.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1hhdb05z2,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,The fragmentation of the row store is not critical.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,The number of records in column-based table partitions may become critical very soon.,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,1.675.735.340,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SRMPROTOCOL,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,768.155.760,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,/HOAG/AK_VPROT_P,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,470.709.944,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,PRCD_ELEMENTS,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,APOC_D_OR_LOG,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,87.294.035,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,63.496.941,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,63.183.034,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1hhdb05z2_P1H_05,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,No CPU bottlenecks were detected.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,No memory bottlenecks were detected.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,The memory consumption of the SAP HANA instance is not critical.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,The memory consumption of tables is below any critical threshold.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,The memory consumption of the index server was not critical.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,No problems with the delta size of column store tables were detected.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,The trace directory contains a high number of diagnosis files or the files occupy a lot of disk space.,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,No issues for operating or administration in terms of backup/recovery have been detected.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Global consistency check runs at least once per month.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Your license is permanent and valid.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,No issues with the statistics server were detected.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Status of the embedded Statisticsserver,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Alerts in the Statisticsserver are not scheduled in the expected timeframe.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of tables not located on the master server,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of disabled alert collectors,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of disabled statistic collectors,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Collector_Global_Table_Persistence_Statistics idle,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of collectors with retention times < 42 days,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,High number of unprocessed e-Mails,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Status of Collector HOST_CS_UNLOADS,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of relevant inactive actions,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of actions with unknown state,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of Statisticsserver worker threads,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Historic thread samples save interval (s),GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,History of M_RECORD_LOCKS collected,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Retention time for the table disk size history,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,Important information is available in the SAP Notes below.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,At least one SQL statement causes unnecessary high load on the system.,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Statements on Top Scanned Table/SQL Statement 2df6494946750b31e3b885b6d649c0f1/Thread Distribution/High Number of Scanned Records,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Statements on Top Scanned Table/SQL Statement 51a89be574023f7b8111b4108440d7a6/Thread Distribution/High Number of Scanned Records,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Version of ST-PI function module: 40,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,"The gateway configuration and administration of your SAP S/4HANA system                                                           P1C have been analyzed and areas that require your attention have been                                                              highlighted. To ensure system stability, you should implement the recommendations in the following section.",YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,MetaData Cache Activation,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Logging Configuration,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Gateway Error Logs,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP Netwear gateway
P1C,2025-12-30,,Important Periodic Jobs,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,/IWBEP/R_CLEAN_UP_QRL,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,/IWBEP/SUTIL_CLEANUP,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,/IWFND/R_METERING_AGGREGATE,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,/IWFND/R_METERING_DELETE,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,/IWFND/R_SM_CLEANUP,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,/UI2/PAGE_CACHE_SYNCHRONIZE,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,/UI2/PERS_EXPIRED_DELETE,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,/UI5/UPD_ODATA_METADATA_CACHE,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,/UIF/CLEAN_LREP,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,"The UI technology configuration and administration of your SAP S/4HANA                                                            system P1C have been analyzed and areas that require your attention have                                                            been highlighted. To ensure system stability, you should implement the recommendations in the following section.",YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP Fiori Cache Buster Activation,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,HTTP/2 Support,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP Fiori Launchpad Performance - Home Page Mode,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,SAP Fiori Launchpad - Spaces and Pages adoption,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,Activated but unused ICF services in UI5 apps,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,icm/HTTP/support_http2,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,icm/HTTP/support_http2,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,icm/HTTP/support_http2,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Home Page / Groups,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SPACES / SPACES_ENABLE_USER,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,92.8%,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2026-01-06,,"Analysis from29.12.2025Until04.01.2026Report:P1C, ProductiveInstallation:0021277797Session:7000000093560",GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,The                                                                                                                              EarlyWatch                                                                                                                          Alert service has detected severe problems that may cause you to lose business.Please evaluate the recommendations.,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,SAP HANA database: Number of Records exceeds critical limit.,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,We found some Freight Settlement Documents' lifecycle status are inconsistent,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,SAP Software on this system is outdated. Support with SAP Security Notes is no longer ensured.,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,"Users with critical authorizations, which allow to do anything in client 000",RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,"Users with critical authorizations, which allow to do anything in other client(s) than 000",RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,1117  Transportation Management relevant Post Processing Framework actions are scheduled but not processed,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2026-01-06,,148  Transportation Management relevant inbound bgRFCs are in error state,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2026-01-06,,67319  Freight Order Management and 52  Freight Settlement documents are open more than one year,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Some Transportation Management relevant important Jobs are not scheduled,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2026-01-06,,114  Transportation Management Post Processing Framework actions are in error state,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2026-01-06,,We found more than 30 ABAP dumps in your system.,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,SAP HANA database: Parameters are not set in accordance with the recommendation.,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,Readiness of your system for SAP Remote Service has not been verified by running report RTCCTOOL.,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Missing index causes expensive SQL statement.,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,SAP HANA database: Users with critical privilege DATA ADMIN.,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,Performance Overview P1C,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Performance Overview A1C
P1C,2026-01-06,,Software Change and Transport Management of P1C,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2026-01-06,,Number of Changes,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Emergency Changes,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Failed Changes,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Software Configuration for P1C,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Software Configuration for A1C
P1C,2026-01-06,,SAP Application Release - Maintenance Phases,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Upgrade Planning
P1C,2026-01-06,,Maintenance and Update Strategy for SAP Fiori Front-End Server,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Upgrade Planning
P1C,2026-01-06,,Security Risk Due to Outdated Support Packages,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,Database - Maintenance Phases,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Upgrade Planning
P1C,2026-01-06,,Operating System(s) - Maintenance Phases,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Upgrade Planning
P1C,2026-01-06,,SAP Kernel Release,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,HANA Database Version for P1H,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP System Operating P1C,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP System Operating A1C
P1C,2026-01-06,,Availability based on Collector Protocols,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Program Errors (ABAP Dumps),YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Update Errors,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Table Reorganization,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Critical Number Ranges,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Workload Distribution P1C,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Workload by Application Module,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,DB Load Profile,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,SAP HANA Database P1H,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA Stability and Alerts,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA Database Configuration,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA Resource Consumption,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA Workload and Performance,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,Size and Growth,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Administration,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Hardware Capacity,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Hardware Capacity
P1C,2026-01-06,,SAP NetWeaver Gateway,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP Netwear gateway
P1C,2026-01-06,,MetaData Cache Activation,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Logging Configuration,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Gateway Error Logs,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP Netwear gateway
P1C,2026-01-06,,Important Periodic Jobs,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Service Data Quality and Service Readiness,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Service Data Quality and Service Readiness
P1C,2026-01-06,,Sending EarlyWatch Alert of P1C to SAP Backbone,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Configuring P1C for SAP Note Assistant,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Service Preparation of P1C,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Security,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,System Recommendations (HANA)*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,Maintenance Status of current SAP HANA Database Revision*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Upgrade Planning
P1C,2026-01-06,,SAP HANA System Privilege DATA ADMIN,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA Password Policy*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA Audit Trail*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA SQL Trace Level*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA Network Settings for Internal Services*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,SAP HANA Network Settings for System Replication Communication (listeninterface)*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,Activation Status and Validity of User SYSTEM*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,System Recommendations (ABAP)*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Age of Support Packages,RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Default Passwords of Standard Users*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Control of the Automatic Login User SAP**,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Protection of Passwords in Database Connections*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,ABAP Password Policy,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,RFC Gateway Security*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,Message Server Security*,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,"Critical authorizations, which allow to do anything",RED,🔴,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,"Critical authorizations, which should not be used in production*",GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,"Critical authorizations, which should only see very limited use in production*",GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Security
P1C,2026-01-06,,Fiori Checks for P1C,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,UI Technologies checks
P1C,2026-01-06,,SAP Fiori Cache Buster Activation,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,UI Technologies checks
P1C,2026-01-06,,HTTP/2 Support,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,SAP Fiori Launchpad Performance - Home Page Mode,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,UI Technologies checks
P1C,2026-01-06,,SAP Fiori Launchpad - Spaces and Pages adoption,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,UI Technologies checks
P1C,2026-01-06,,Activated but unused ICF services in UI5 apps,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,UI Technologies checks
P1C,2026-01-06,,Active Users (>400 steps),GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Fiori Users,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,UI Technologies checks
P1C,2026-01-06,,Avg. Availability per Week,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Avg. Response Time in Dialog Task,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Performance Overview A1C
P1C,2026-01-06,,Max. Dialog Steps per Hour,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Avg. Response Time at Peak Dialog Hour,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Performance Overview A1C
P1C,2026-01-06,,Avg. Response Time in RFC Task,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Performance Overview A1C
P1C,2026-01-06,,Max. Number of RFCs per Hour,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Avg. RFC Response Time at Peak Hour,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Performance Overview A1C
P1C,2026-01-06,,Max. CPU Utilization on DB Server,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Hardware Capacity
P1C,2026-01-06,,Max. CPU Utilization on Appl. Server,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,Hardware Capacity
P1C,2026-01-06,,Avg. DB Request Time in Dialog Task,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Avg. DB Request Time for RFC,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Avg. DB Request Time in Update Task,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Database Space Management,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,DB Growth Last Month,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Configuration hints for optional service data are provided.The SAP S/4HANA system P1C is not fully prepared for delivery of futureremote services.,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2026-01-06,,Sending EarlyWatch Alert of P1C to SAP Backbone,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Configuring P1C for SAP Note Assistant,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Service Preparation of P1C,YELLOW,🟡,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,System P1C is prepared forSAP Support Backbone updatesending EWA data on HTTPS through Solution Manager 7.2 SMP,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
P1C,2026-01-06,,Solution Manager 7.2 SMP,GREEN,🟢,EWA_P1C~ABAP_20260106_Very Critical (Red).htm,
